The Meadows School ,Sandy Valley,12-6,"Fri, 3/9",L,Home • Non-League,9:15am,sandy-valley,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,West Wendover,7-6,"Fri, 3/9",L,Neutral • Tournament,1:00pm,west-wendover,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Western,24-9,"Mon, 3/12",L,Away • Non-League,3:30pm,las-vegas,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Skyline,15-5,"Fri, 3/16",L,Neutral • Non-League,11:15am,salt-lake-city,UT,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Judge Memorial,17-1,"Fri, 3/16",L,Away • Non-League,12:30pm,salt-lake-city,UT,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Green Canyon,17-2,"Fri, 3/16",L,Neutral • Non-League,6:00pm,north-logan,UT,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Northridge,25-7,"Sat, 3/17",L,Away • Non-League,Time TBA,layton,UT,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,North Summit,25-7,"Sat, 3/17",L,Neutral • Non-League,11:15am,coalville,UT,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Parowan,17-0,"Sat, 3/17",L,Neutral • Non-League,1:30pm,parowan,UT,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Laughlin,20-2,"Thu, 3/22",L,Neutral • League,1:00pm,laughlin,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Laughlin,30-12,"Thu, 3/22",L,Home • League,3:00pm,laughlin,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Democracy Prep Agassi Campus,20-3,"Tue, 4/10",W,Home • League,5:00pm,las-vegas,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Democracy Prep Agassi Campus,26-7,"Tue, 4/10",W,Home • League,5:00pm,las-vegas,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Lake Mead Academy,20-3,"Mon, 4/16",L,Home • League,4:00pm,henderson,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Lake Mead Academy,20-3,"Mon, 4/16",L,Home • League,5:00pm,henderson,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Needles,23-0,"Fri, 4/20",L,Home • League,3:00pm,needles,CA,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Mountain View Christian,17-10,"Tue, 4/24",L,Away • League,1:00pm,las-vegas,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Mountain View Christian,15-13,"Tue, 4/24",W,Home • League,3:00pm,las-vegas,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Calvary Chapel Christian,21-7,"Fri, 4/27",L,Neutral • League,1:00pm,las-vegas,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Calvary Chapel Christian,18-3,"Fri, 4/27",W,Away • League,3:00pm,las-vegas,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Lincoln County,21-0,"Fri, 5/4",L,Away • League,11:00am,panaca,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
The Meadows School ,Lincoln County,20-1,"Fri, 5/4",L,Away • League,1:00pm,panaca,NV,"8601 Scholar Ln, Las Vegas, NV, 89128"
Springfield Renaissance ,Sci-Tech,nan-nan,"Mon, 4/2",NoScoreReported,Home • League,4:00pm,springfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Smith Academy,nan-nan,"Wed, 4/4",NoScoreReported,Home • Non-League,4:00pm,hatfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Sci-Tech,22-10,"Thu, 4/5",W,Home • League,4:00pm,springfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Smith Academy,28-1,"Mon, 4/9",L,Home • Non-League,4:00pm,hatfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Westfield Technical Academy,nan-nan,"Tue, 4/10",NoScoreReported,Away • League,4:00pm,westfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Westfield Technical Academy,18-7,"Wed, 4/11",L,Away • League,4:00pm,westfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Commerce,15-3,"Fri, 4/13",L,Home • League,4:00pm,springfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Franklin County Tech,23-22,"Tue, 4/17",W,Home • League,4:00pm,turners-falls,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Pathfinder RVT,nan-nan,"Fri, 4/20",NoScoreReported,Away • League,11:00am,palmer,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Pathfinder RVT,nan-nan,"Fri, 4/20",NoScoreReported,Away • League,4:00pm,palmer,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Sci-Tech,23-10,"Mon, 4/23",L,Away • League,4:00pm,springfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Belchertown,nan-nan,"Wed, 4/25",NoScoreReported,Away • Non-League,4:00pm,belchertown,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Belchertown,24-4,"Thu, 4/26",L,Away • Non-League,4:00pm,belchertown,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Smith Vo-Tech,nan-nan,"Fri, 4/27",NoScoreReported,Home • League,4:00pm,northampton,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Sabis International,20-0,"Mon, 4/30",L,Home • Non-League,4:00pm,springfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Gateway Regional,nan-nan,"Tue, 5/1",NoScoreReported,Home • League,4:00pm,huntington,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Westfield Technical Academy,17-3,"Thu, 5/3",L,Home • League,4:00pm,westfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Commerce,17-1,"Wed, 5/9",L,Away • League,4:00pm,springfield,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Franklin County Tech,23-11,"Fri, 5/11",L,Away • League,4:00pm,turners-falls,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Pathfinder RVT,nan-nan,"Mon, 5/14",NoScoreReported,Away • League,4:00pm,palmer,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Pathfinder RVT,nan-nan,"Tue, 5/15",NoScoreReported,Home • League,4:00pm,palmer,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Pathfinder RVT,16-3,"Wed, 5/16",L,Home • League,3:00pm,palmer,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Holyoke,17-2,"Thu, 5/17",L,Home • Non-League,4:30pm,holyoke,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Pathfinder RVT,nan-nan,"Mon, 5/21",NoScoreReported,Away • League,4:00pm,palmer,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Smith Vo-Tech,nan-nan,"Tue, 5/22",NoScoreReported,Away • League,4:00pm,northampton,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Smith Vo-Tech,20-2,"Thu, 5/24",L,Away • League,4:00pm,northampton,MA,"1170 Carew St, Springfield, MA, 01104"
Springfield Renaissance ,Gateway Regional,17-0,"Fri, 5/25",L,Away • League,4:00pm,huntington,MA,"1170 Carew St, Springfield, MA, 01104"
Strathmore ,Parlier,16-0,"Tue, 2/20",L,Home • Tournament,3:30pm,parlier,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Farmersville,14-1,"Thu, 2/22",L,Neutral • Tournament,3:30pm,farmersville,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Porterville,18-2,"Sat, 2/24",L,Home • Tournament,11:00am,porterville,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Porterville,25-5,"Thu, 3/1",L,Home • Non-League,4:00pm,porterville,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Caruthers,15-3,"Tue, 3/6",L,Away • Non-League,4:00pm,caruthers,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Sierra Pacific,24-0,"Wed, 3/14",L,Home • League,4:00pm,hanford,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Corcoran,13-3,"Fri, 3/16",L,Away • League,4:00am,corcoran,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Granite Hills,16-1,"Wed, 3/28",L,Home • League,4:00pm,porterville,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Woodlake,24-9,"Wed, 4/4",L,Home • League,4:00pm,woodlake,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Lindsay,25-1,"Fri, 4/6",L,Home • League,4:00pm,lindsay,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Sierra Pacific,21-3,"Wed, 4/11",L,Away • League,4:00pm,hanford,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Granite Hills,nan-nan,"Fri, 4/13",NoScoreReported,Away • League,4:00am,porterville,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Granite Hills,nan-nan,"Fri, 4/13",NoScoreReported,Away • League,4:30pm,porterville,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Corcoran,16-6,"Wed, 4/18",L,Home • League,4:00pm,corcoran,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Woodlake,24-1,"Fri, 4/20",L,Away • League,4:00pm,woodlake,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Lindsay,18-0,"Wed, 4/25",L,Away • League,4:00am,lindsay,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Lindsay,nan-nan,"Wed, 4/25",NoScoreReported,Away • League,4:00pm,lindsay,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Sierra Pacific,17-0,"Fri, 4/27",L,Home • League,4:00pm,hanford,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Granite Hills,nan-nan,"Wed, 5/2",NoScoreReported,Home • League,4:00pm,porterville,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Corcoran,20-6,"Fri, 5/4",L,Away • League,4:00am,corcoran,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Woodlake,29-2,"Wed, 5/9",L,Home • League,4:00pm,woodlake,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Strathmore ,Lindsay,nan-nan,"Fri, 5/11",NoScoreReported,Home • League,4:00pm,lindsay,CA,"22568 Ave 196, Strathmore, CA, Strathmore, CA, 93267"
Leroy Greene Academy ,Encina Prep,19-9,"Wed, 2/28",L,Home • Non-League,3:30pm,sacramento,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Natomas,11-3,"Tue, 3/6",L,Away • Non-League,3:30pm,sacramento,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Florin,9-5,"Thu, 3/8",L,Away • Non-League,3:30pm,sacramento,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Sacramento Country Day,(FF),"Tue, 3/20",W,Away • League,3:30pm,sacramento,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Valley Christian,23-9,"Fri, 3/23",L,Home • League,3:30pm,roseville,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Buckingham Charter,15-4,"Fri, 3/30",L,Home • League,3:30pm,vacaville,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Faith Christian,25-21,"Tue, 4/10",L,Home • League,3:30pm,yuba-city,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Alpha Charter,15-7,"Thu, 4/12",L,Away • League,3:30pm,elverta,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Sacramento Adventist,11-1,"Tue, 4/17",L,Away • League,4:00pm,carmichael,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Sacramento Country Day,(FF),"Thu, 4/19",W,Home • League,3:30pm,sacramento,CA,"2950 West River Drive, Sacramento, CA, 95833"
Leroy Greene Academy ,Sacramento Adventist,20-8,"Mon, 4/23",W,Home • League,3:30pm,carmichael,CA,"2950 West River Drive, Sacramento, CA, 95833"
